id,Top,Song_Name,Artist_Name,Date
115,16,Suge,DaBaby,2019-08-24
116,17,The Git Up,Blanco Brown,2019-08-24
117,18,You Need To Calm Down,Taylor Swift,2019-08-24
118,19,Boyfriend,Ariana Grande & Social House,2019-08-24
119,20,Beautiful People,Ed Sheeran Featuring Khalid,2019-08-24
120,21,"Hey Look Ma, I Made It",Panic! At The Disco,2019-08-24
121,22,Dancing With A Stranger,Sam Smith & Normani,2019-08-24
122,23,Beer Never Broke My Heart,Luke Combs,2019-08-24
123,24,Pop Out,Polo G Featuring Lil Tjay,2019-08-24
124,25,Without Me,Halsey,2019-08-24
125,26,Wow.,Post Malone,2019-08-24
126,27,The London,"Young Thug, J. Cole & Travis Scott",2019-08-24
127,28,Speechless,Dan + Shay,2019-08-24
128,29,7 Rings,Ariana Grande,2019-08-24
129,30,Happier,Marshmello & Bastille,2019-08-24
130,31,All To Myself,Dan + Shay,2019-08-24
131,32,Knockin' Boots,Luke Bryan,2019-08-24
132,33,My Type,Saweetie,2019-08-24
133,34,Baby,Lil Baby & DaBaby,2019-08-24
134,35,God's Country,Blake Shelton,2019-08-24
135,36,Panini,Lil Nas X,2019-08-24
136,37,How Do You Sleep?,Sam Smith,2019-08-24
137,38,Whiskey Glasses,Morgan Wallen,2019-08-24
138,39,Cash Shit,Megan Thee Stallion Featuring DaBaby,2019-08-24
139,40,Shotta Flow,NLE Choppa,2019-08-24
140,41,Rearview Town,Jason Aldean,2019-08-24
141,42,Sweet But Psycho,Ava Max,2019-08-24
142,43,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",2019-08-24
143,44,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",2019-08-24
144,45,Better,Khalid,2019-08-24
145,46,One Thing Right,Marshmello & Kane Brown,2019-08-24
146,47,Trampoline,SHAED,2019-08-24
147,48,Going Bad,Meek Mill Featuring Drake,2019-08-24
148,49,Queen Of Mean,Sarah Jeffery,2019-08-24
149,50,Never Really Over,Katy Perry,2019-08-24
150,51,Clout,Offset Featuring Cardi B,2019-08-24
151,52,The Ones That Didn't Make It Back Home,Justin Moore,2019-08-24
152,53,Only Human,Jonas Brothers,2019-08-24
153,54,Callaita,Bad Bunny & Tainy,2019-08-24
154,55,Raised On Country,Chris Young,2019-08-24
155,56,Easier,5 Seconds Of Summer,2019-08-24
156,57,Go Loko,"YG, Tyga & Jon Z",2019-08-24
157,58,Talk You Out Of It,Florida Georgia Line,2019-08-24
158,59,Gold Roses,Rick Ross Featuring Drake,2019-08-24
159,60,Call You Mine,The Chainsmokers & Bebe Rexha,2019-08-24
160,61,Press,Cardi B,2019-08-24
161,62,I Don't Know About You,Chris Lane,2019-08-24
162,63,ME!,Taylor Swift Featuring Brendon Urie,2019-08-24
163,64,Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,2019-08-24
164,65,Time,NF,2019-08-24
165,66,Soltera,"Lunay, Daddy Yankee & Bad Bunny",2019-08-24
166,67,Living,Dierks Bentley,2019-08-24
167,68,Southbound,Carrie Underwood,2019-08-24
168,69,Just Us,DJ Khaled Featuring SZA,2019-08-24
169,70,Lalala,Y2K & bbno$,2019-08-24
170,71,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",2019-08-24
171,72,It's You,Ali Gatie,2019-08-24
172,73,Hate Me,Ellie Goulding & Juice WRLD,2019-08-24
173,74,Some Of It,Eric Church,2019-08-24
174,75,Love You Too Late,Cole Swindell,2019-08-24
175,76,EARFQUAKE,"Tyler, The Creator",2019-08-24
176,77,Tip Of My Tongue,Kenny Chesney,2019-08-24
177,78,Daddy,Blueface & Rich The Kid,2019-08-24
178,79,Ballin',Mustard & Roddy Ricch,2019-08-24
179,80,We Were,Keith Urban,2019-08-24
180,81,Small Talk,Katy Perry,2019-08-24
181,82,Prayed For You,Matt Stell,2019-08-24
182,83,Right Back,Khalid Featuring A Boogie Wit da Hoodie,2019-08-24
183,84,Night Falls,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair",2019-08-24
184,85,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,2019-08-24
185,86,On Chill,Wale Featuring Jeremih,2019-08-24
186,87,Snake Skin,Trippie Redd,2019-08-24
187,88,24/7,Meek Mill Featuring Ella Mai,2019-08-24
188,89,Uno,Ambjaay,2019-08-24
189,90,Buy My Own Drinks,Runaway June,2019-08-24
190,91,Love Ain't,Eli Young Band,2019-08-24
191,92,F.N,Lil Tjay,2019-08-24
192,93,Baby Sitter,DaBaby Featuring Offset,2019-08-24
193,94,Sanguine Paradise,Lil Uzi Vert,2019-08-24
194,95,Rodeo,Lil Nas X & Cardi B Or Nas,2019-08-24
195,96,What If I Never Get Over You,Lady Antebellum,2019-08-24
196,97,Tap,NAV Featuring Meek Mill,2019-08-24
197,98,La La Land,Bryce Vine Featuring YG,2019-08-24
198,99,Que Pretendes,J Balvin & Bad Bunny,2019-08-24
199,100,Single Again,Big Sean,2019-08-24
200,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-08-17
201,2,Bad Guy,Billie Eilish,2019-08-17
202,3,Senorita,Shawn Mendes & Camila Cabello,2019-08-17
203,4,Truth Hurts,Lizzo,2019-08-17
204,5,Talk,Khalid,2019-08-17
205,6,No Guidance,Chris Brown Featuring Drake,2019-08-17
206,7,I Don't Care,Ed Sheeran & Justin Bieber,2019-08-17
207,8,Boyfriend,Ariana Grande & Social House,2019-08-17
208,9,Goodbyes,Post Malone Featuring Young Thug,2019-08-17
209,10,Ran$om,Lil Tecca,2019-08-17
210,11,If I Can't Have You,Shawn Mendes,2019-08-17
211,12,Sucker,Jonas Brothers,2019-08-17
212,13,Money In The Grave,Drake Featuring Rick Ross,2019-08-17
213,14,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-08-17
214,15,Suge,DaBaby,2019-08-17
215,16,The Git Up,Blanco Brown,2019-08-17
216,17,Someone You Loved,Lewis Capaldi,2019-08-17
217,18,You Need To Calm Down,Taylor Swift,2019-08-17
218,19,"Hey Look Ma, I Made It",Panic! At The Disco,2019-08-17
219,20,Dancing With A Stranger,Sam Smith & Normani,2019-08-17
220,21,Beer Never Broke My Heart,Luke Combs,2019-08-17
221,22,Beautiful People,Ed Sheeran Featuring Khalid,2019-08-17
222,23,Wow.,Post Malone,2019-08-17
223,24,Without Me,Halsey,2019-08-17
224,25,Pop Out,Polo G Featuring Lil Tjay,2019-08-17
225,26,Happier,Marshmello & Bastille,2019-08-17
226,27,The London,"Young Thug, J. Cole & Travis Scott",2019-08-17
227,28,Speechless,Dan + Shay,2019-08-17
228,29,God's Country,Blake Shelton,2019-08-17
229,30,7 Rings,Ariana Grande,2019-08-17
230,31,Panini,Lil Nas X,2019-08-17
231,32,Knockin' Boots,Luke Bryan,2019-08-17
232,33,All To Myself,Dan + Shay,2019-08-17
233,34,Sweet But Psycho,Ava Max,2019-08-17
234,35,My Type,Saweetie,2019-08-17
235,36,Whiskey Glasses,Morgan Wallen,2019-08-17
236,37,How Do You Sleep?,Sam Smith,2019-08-17
237,38,Never Really Over,Katy Perry,2019-08-17
238,39,Shotta Flow,NLE Choppa,2019-08-17
239,40,Rearview Town,Jason Aldean,2019-08-17
240,41,Cash Shit,Megan Thee Stallion Featuring DaBaby,2019-08-17
241,42,Better,Khalid,2019-08-17
242,43,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",2019-08-17
243,44,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",2019-08-17
244,45,Baby,Lil Baby & DaBaby,2019-08-17
245,46,The Ones That Didn't Make It Back Home,Justin Moore,2019-08-17
246,47,Going Bad,Meek Mill Featuring Drake,2019-08-17
247,48,Worth It,YK Osiris,2019-08-17
248,49,Shallow,Lady Gaga & Bradley Cooper,2019-08-17
249,50,Clout,Offset Featuring Cardi B,2019-08-17
250,51,Go Loko,"YG, Tyga & Jon Z",2019-08-17
251,52,Trampoline,SHAED,2019-08-17
252,53,Callaita,Bad Bunny & Tainy,2019-08-17
253,54,Raised On Country,Chris Young,2019-08-17
254,55,Easier,5 Seconds Of Summer,2019-08-17
255,56,Call You Mine,The Chainsmokers & Bebe Rexha,2019-08-17
256,57,Talk You Out Of It,Florida Georgia Line,2019-08-17
257,58,Trust Issues,Drake,2019-08-17
258,59,Just Us,DJ Khaled Featuring SZA,2019-08-17
259,60,How About Now,Drake,2019-08-17
260,61,The Motion,Drake,2019-08-17
261,62,One Thing Right,Marshmello & Kane Brown,2019-08-17
262,63,Only Human,Jonas Brothers,2019-08-17
263,64,Press,Cardi B,2019-08-17
264,65,Some Of It,Eric Church,2019-08-17
265,66,ME!,Taylor Swift Featuring Brendon Urie,2019-08-17
266,67,Queen Of Mean,Sarah Jeffery,2019-08-17
267,68,Dreams Money Can Buy,Drake,2019-08-17
268,69,I Don't Know About You,Chris Lane,2019-08-17
269,70,Soltera,"Lunay, Daddy Yankee & Bad Bunny",2019-08-17
270,71,Lalala,Y2K & bbno$,2019-08-17
271,72,Living,Dierks Bentley,2019-08-17
272,73,Gold Roses,Rick Ross Featuring Drake,2019-08-17
273,74,Hate Me,Ellie Goulding & Juice WRLD,2019-08-17
274,75,It's You,Ali Gatie,2019-08-17
275,76,Southbound,Carrie Underwood,2019-08-17
276,77,EARFQUAKE,"Tyler, The Creator",2019-08-17
277,78,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",2019-08-17
278,79,Time,NF,2019-08-17
279,80,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,2019-08-17
280,81,Right Back,Khalid Featuring A Boogie Wit da Hoodie,2019-08-17
281,82,Uno,Ambjaay,2019-08-17
282,83,24/7,Meek Mill Featuring Ella Mai,2019-08-17
283,84,Single Again,Big Sean,2019-08-17
284,85,Club Paradise,Drake,2019-08-17
285,86,Tip Of My Tongue,Kenny Chesney,2019-08-17
286,87,Love Ain't,Eli Young Band,2019-08-17
287,88,Antisocial,Ed Sheeran & Travis Scott,2019-08-17
288,89,Ballin',Mustard & Roddy Ricch,2019-08-17
289,90,We Were,Keith Urban,2019-08-17
290,91,La La Land,Bryce Vine Featuring YG,2019-08-17
291,92,Tap,NAV Featuring Meek Mill,2019-08-17
292,93,Fear Inoculum,Tool,2019-08-17
293,94,Love You Too Late,Cole Swindell,2019-08-17
294,95,Days In The East,Drake,2019-08-17
295,96,Rodeo,Lil Nas X & Cardi B Or Nas,2019-08-17
296,97,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,2019-08-17
297,98,Daddy,Blueface & Rich The Kid,2019-08-17
298,99,Prayed For You,Matt Stell,2019-08-17
299,100,Before I Let Go,Beyonce,2019-08-17
300,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-08-10
301,2,Bad Guy,Billie Eilish,2019-08-10
302,3,Senorita,Shawn Mendes & Camila Cabello,2019-08-10
303,4,Truth Hurts,Lizzo,2019-08-10
304,5,Talk,Khalid,2019-08-10
305,6,No Guidance,Chris Brown Featuring Drake,2019-08-10
306,7,I Don't Care,Ed Sheeran & Justin Bieber,2019-08-10
307,8,Goodbyes,Post Malone Featuring Young Thug,2019-08-10
308,9,Sucker,Jonas Brothers,2019-08-10
309,10,Ran$om,Lil Tecca,2019-08-10
310,11,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-08-10
311,12,If I Can't Have You,Shawn Mendes,2019-08-10
312,13,Money In The Grave,Drake Featuring Rick Ross,2019-08-10
313,14,Suge,DaBaby,2019-08-10
314,15,The Git Up,Blanco Brown,2019-08-10
315,16,You Need To Calm Down,Taylor Swift,2019-08-10
316,17,"Hey Look Ma, I Made It",Panic! At The Disco,2019-08-10
317,18,Someone You Loved,Lewis Capaldi,2019-08-10
318,19,Dancing With A Stranger,Sam Smith & Normani,2019-08-10
319,20,Wow.,Post Malone,2019-08-10
320,21,Beer Never Broke My Heart,Luke Combs,2019-08-10
321,22,Without Me,Halsey,2019-08-10
322,23,Beautiful People,Ed Sheeran Featuring Khalid,2019-08-10
323,24,God's Country,Blake Shelton,2019-08-10
324,25,Happier,Marshmello & Bastille,2019-08-10
325,26,Speechless,Dan + Shay,2019-08-10
326,27,Pop Out,Polo G Featuring Lil Tjay,2019-08-10
327,28,The London,"Young Thug, J. Cole & Travis Scott",2019-08-10
328,29,Never Really Over,Katy Perry,2019-08-10
329,30,7 Rings,Ariana Grande,2019-08-10
330,31,Panini,Lil Nas X,2019-08-10
331,32,High Hopes,Panic! At The Disco,2019-08-10
332,33,Sweet But Psycho,Ava Max,2019-08-10
333,34,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",2019-08-10
334,35,Whiskey Glasses,Morgan Wallen,2019-08-10
335,36,Shotta Flow,NLE Choppa,2019-08-10
336,37,Knockin' Boots,Luke Bryan,2019-08-10
337,38,My Type,Saweetie,2019-08-10
338,39,Gold Roses,Rick Ross Featuring Drake,2019-08-10
339,40,How Do You Sleep?,Sam Smith,2019-08-10
340,41,Baby,Lil Baby & DaBaby,2019-08-10
341,42,Cash Shit,Megan Thee Stallion Featuring DaBaby,2019-08-10
342,43,All To Myself,Dan + Shay,2019-08-10
343,44,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",2019-08-10
344,45,Better,Khalid,2019-08-10
345,46,Rearview Town,Jason Aldean,2019-08-10
346,47,Shallow,Lady Gaga & Bradley Cooper,2019-08-10
347,48,Going Bad,Meek Mill Featuring Drake,2019-08-10
348,49,Clout,Offset Featuring Cardi B,2019-08-10
349,50,Sicko Mode,Travis Scott,2019-08-10
350,51,The Ones That Didn't Make It Back Home,Justin Moore,2019-08-10
351,52,Callaita,Bad Bunny & Tainy,2019-08-10
352,53,Worth It,YK Osiris,2019-08-10
353,54,Go Loko,"YG, Tyga & Jon Z",2019-08-10
354,55,One Thing Right,Marshmello & Kane Brown,2019-08-10
355,56,Just Us,DJ Khaled Featuring SZA,2019-08-10
356,57,Easier,5 Seconds Of Summer,2019-08-10
357,58,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,2019-08-10
358,59,Some Of It,Eric Church,2019-08-10
359,60,Trampoline,SHAED,2019-08-10
360,61,ME!,Taylor Swift Featuring Brendon Urie,2019-08-10
361,62,Raised On Country,Chris Young,2019-08-10
362,63,Talk You Out Of It,Florida Georgia Line,2019-08-10
363,64,Single Again,Big Sean,2019-08-10
364,65,Call You Mine,The Chainsmokers & Bebe Rexha,2019-08-10
365,66,Press,Cardi B,2019-08-10
366,67,Time,NF,2019-08-10
367,68,EARFQUAKE,"Tyler, The Creator",2019-08-10
368,69,Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,2019-08-10
369,70,Only Human,Jonas Brothers,2019-08-10
370,71,Soltera,"Lunay, Daddy Yankee & Bad Bunny",2019-08-10
371,72,Rodeo,Lil Nas X & Cardi B Or Nas,2019-08-10
372,73,I Don't Know About You,Chris Lane,2019-08-10
373,74,Hate Me,Ellie Goulding & Juice WRLD,2019-08-10
374,75,It's You,Ali Gatie,2019-08-10
375,76,Lalala,Y2K & bbno$,2019-08-10
376,77,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,2019-08-10
377,78,Antisocial,Ed Sheeran & Travis Scott,2019-08-10
378,79,The Archer,Taylor Swift,2019-08-10
379,80,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",2019-08-10
380,81,Southbound,Carrie Underwood,2019-08-10
381,82,Living,Dierks Bentley,2019-08-10
382,83,La La Land,Bryce Vine Featuring YG,2019-08-10
383,84,24/7,Meek Mill Featuring Ella Mai,2019-08-10
384,85,Leave Me Alone,NF,2019-08-10
385,86,The Search,NF,2019-08-10
386,87,Before I Let Go,Beyonce,2019-08-10
387,88,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",2019-08-10
388,89,Daddy,Blueface & Rich The Kid,2019-08-10
389,90,Tap,NAV Featuring Meek Mill,2019-08-10
390,91,Love Ain't,Eli Young Band,2019-08-10
391,92,MEGATRON,Nicki Minaj,2019-08-10
392,93,Ballin',Mustard & Roddy Ricch,2019-08-10
393,94,All Day Long,Chance The Rapper Featuring John Legend,2019-08-10
394,95,Do You Remember,Chance The Rapper Featuring Death Cab For Cutie,2019-08-10
395,96,Calma,Pedro Capo X Farruko,2019-08-10
396,97,Cool,Jonas Brothers,2019-08-10
397,98,Tip Of My Tongue,Kenny Chesney,2019-08-10
398,99,What If I Never Get Over You,Lady Antebellum,2019-08-10
399,100,Nightmare,Halsey,2019-08-10
400,1,Rockstar,DaBaby Featuring Roddy Ricch,2020-07-11
401,2,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020-07-11
402,3,Blinding Lights,The Weeknd,2020-07-11
403,4,Savage,Megan Thee Stallion Featuring Beyonce,2020-07-11
404,5,Roses,SAINt JHN,2020-07-11
405,6,Say So,Doja Cat Featuring Nicki Minaj,2020-07-11
406,7,Intentions,Justin Bieber Featuring Quavo,2020-07-11
407,8,Watermelon Sugar,Harry Styles,2020-07-11
408,9,Blueberry Faygo,Lil Mosey,2020-07-11
409,10,We Paid,Lil Baby & 42 Dugg,2020-07-11
410,11,Adore You,Harry Styles,2020-07-11
411,12,Rain On Me,Lady Gaga & Ariana Grande,2020-07-11
412,13,Circles,Post Malone,2020-07-11
413,14,The Bigger Picture,Lil Baby,2020-07-11
414,15,Don't Start Now,Dua Lipa,2020-07-11
415,16,The Box,Roddy Ricch,2020-07-11
416,17,The Bones,Maren Morris,2020-07-11
417,18,Life Is Good,Future Featuring Drake,2020-07-11
418,19,Falling,Trevor Daniel,2020-07-11
419,20,Break My Heart,Dua Lipa,2020-07-11
420,21,I Hope,Gabby Barrett,2020-07-11
421,22,One Margarita,Luke Bryan,2020-07-11
422,23,Sunday Best,Surfaces,2020-07-11
423,24,Death Bed,Powfu Featuring beabadoobee,2020-07-11
424,25,Before You Go,Lewis Capaldi,2020-07-11
425,26,Toosie Slide,Drake,2020-07-11
426,27,Hard To Forget,Sam Hunt,2020-07-11
427,28,Girls In The Hood,Megan Thee Stallion,2020-07-11
428,29,Party Girl,StaySolidRocky,2020-07-11
429,30,Go Crazy,Chris Brown & Young Thug,2020-07-11
430,31,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-07-11
431,32,Chasin' You,Morgan Wallen,2020-07-11
432,33,How You Like That,BLACKPINK,2020-07-11
433,34,Stuck With U,Ariana Grande & Justin Bieber,2020-07-11
434,35,Bluebird,Miranda Lambert,2020-07-11
435,36,High Fashion,Roddy Ricch Featuring Mustard,2020-07-11
436,37,Emotionally Scarred,Lil Baby,2020-07-11
437,38,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-11
438,39,Be Kind,Marshmello & Halsey,2020-07-11
439,40,Walk Em Down,NLE Choppa Featuring Roddy Ricch,2020-07-11
440,41,Supalonely,BENEE Featuring Gus Dapperton,2020-07-11
441,42,Memories,Maroon 5,2020-07-11
442,43,Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-07-11
443,44,Dior,Pop Smoke,2020-07-11
444,45,Die From A Broken Heart,Maddie & Tae,2020-07-11
445,46,Hot Girl Bummer,blackbear,2020-07-11
446,47,Here And Now,Kenny Chesney,2020-07-11
447,48,I Love My Country,Florida Georgia Line,2020-07-11
448,49,Wash Us In The Blood,Kanye West Featuring Travis Scott,2020-07-11
449,50,If The World Was Ending,JP Saxe Featuring Julia Michaels,2020-07-11
450,51,Like That,Doja Cat Featuring Gucci Mane,2020-07-11
451,52,Got What I Got,Jason Aldean,2020-07-11
452,53,Does To Me,Luke Combs Featuring Eric Church,2020-07-11
453,54,Trollz,6ix9ine & Nicki Minaj,2020-07-11
454,55,Gooba,6ix9ine,2020-07-11
455,56,In Between,Scotty McCreery,2020-07-11
456,57,Don't Rush,Young T & Bugsey Featuring Headie One,2020-07-11
457,58,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",2020-07-11
458,59,P*$$y Fairy (OTW),Jhene Aiko,2020-07-11
459,60,God Whispered Your Name,Keith Urban,2020-07-11
460,61,After Party,Don Toliver,2020-07-11
461,62,Chicago Freestyle,Drake Featuring Giveon,2020-07-11
462,63,Done,Chris Janson,2020-07-11
463,64,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",2020-07-11
464,65,One Big Country Song,LOCASH,2020-07-11
465,66,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,2020-07-11
466,67,After A Few,Travis Denning,2020-07-11
467,68,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,2020-07-11
468,69,Why We Drink,Justin Moore,2020-07-11
